Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default P(X),Loss (X),X.P(X),Expected loss,,,,
8938,14.24,19.04%,0.0022,1152870.4,2536.31488,,,,,
8939,1.45,36.48%,0.0009,92104,82.8936,,,,,
8940,9.53,6.55%,0.0004,890578.5,356.2314,,,,,
8941,16.36,0.35%,0.0098,1630274,15976.6852,,,,,
8942,22.67,3.15%,0.0011,2195589.5,2415.14845,,,,,
8943,8.59,36.14%,0.0047,548557.4,2578.21978,,,,,
8944,5.43,23.23%,0.0068,416861.1,2834.65548,,,,,
8945,22.74,17.66%,0.0025,1872411.6,4681.029,,,,,
8946,20.66,6.13%,0.0063,1939354.2,12217.93146,,,,,
8947,23.81,26.81%,0.0097,1742653.9,16903.74283,,,,,
8948,8.04,33.09%,0.0088,537956.4,4734.01632,,,,,
8949,5.21,27.96%,0.0015,375328.4,562.9926,,,,,
8950,8.47,30.50%,0.0072,588665,4238.388,,,,,
8951,0.07,21.41%,0.007,5501.3,38.5091,,,,,
8952,1.91,4.79%,0.0014,181851.1,254.59154,,,,,
8953,11.4,8.76%,0.0007,1040136,728.0952,,,,,
8954,24.57,5.23%,0.0073,2328498.9,16998.04197,,,,,
8955,10.59,7.27%,0.0083,982010.7,8150.68881,,,,,
8956,12.59,13.09%,0.0098,1094196.9,10723.12962,,,,,
8957,19.31,37.04%,0.0057,1215757.6,6929.81832,,,,,
8958,21.78,38.04%,0.0044,1349488.8,5937.75072,,,,,
8959,21.34,38.11%,0.0058,1320732.6,7660.24908,,,,,
8960,4.66,15.13%,0.0091,395494.2,3598.99722,,,,,
8961,15.37,32.48%,0.0067,1037782.4,6953.14208,,,,,
8962,5.84,12.31%,0.01,512109.6,5121.096,,,,,
8963,5.63,15.26%,0.0035,477086.2,1669.8017,,,,,
8964,10.15,35.18%,0.0002,657923,131.5846,,,,,
8965,5.11,0.46%,0.007,508649.4,3560.5458,,,,,
8966,19.01,31.47%,0.0085,1302755.3,11073.42005,,,,,
8967,9.87,7.43%,0.0025,913665.9,2284.16475,,,,,
8968,20.32,13.12%,0.0043,1765401.6,7591.22688,,,,,
8969,13.86,36.75%,0.0093,876645,8152.7985,,,,,
8970,15.42,29.04%,0.0059,1094203.2,6455.79888,,,,,
8971,1.25,22.72%,0.0044,96600,425.04,,,,,
8972,7.3,5.83%,0.0047,687441,3230.9727,,,,,
8973,13.96,27.51%,0.0063,1011960.4,6375.35052,,,,,
8974,14.86,24.24%,0.0059,1125793.6,6642.18224,,,,,
8975,21.93,11.00%,0.0016,1951770,3122.832,,,,,
8976,16.74,11.75%,0.0045,1477305,6647.8725,,,,,
8977,20.98,14.12%,0.0024,1801762.4,4324.22976,,,,,
8978,12.58,33.87%,0.0093,831915.4,7736.81322,,,,,
8979,23.14,13.33%,0.0008,2005543.8,1604.43504,,,,,
8980,9,0.92%,0.0011,891720,980.892,,,,,
8981,15.11,30.05%,0.0073,1056944.5,7715.69485,,,,,
8982,10.97,21.10%,0.003,865533,2596.599,,,,,
8983,24.11,16.71%,0.0079,2008121.9,15864.16301,,,,,
8984,11.33,22.65%,0.006,876375.5,5258.253,,,,,
8985,7.52,9.21%,0.0007,682740.8,477.91856,,,,,
8986,7.99,7.61%,0.0073,738196.1,5388.83153,,,,,
8987,19.73,26.50%,0.0086,1450155,12471.333,,,,,
8988,15.19,22.76%,0.0051,1173275.6,5983.70556,,,,,
8989,9.35,7.04%,0.0009,869176,782.2584,,,,,
8990,5.29,13.84%,0.0017,455786.4,774.83688,,,,,
8991,2,17.09%,0.0017,165820,281.894,,,,,
8992,20.94,23.67%,0.0071,1598350.2,11348.28642,,,,,
8993,3.66,26.34%,0.0038,269595.6,1024.46328,,,,,
8994,9.7,12.07%,0.0027,852921,2302.8867,,,,,
8995,14.16,35.42%,0.0047,914452.8,4297.92816,,,,,
8996,4.52,28.18%,0.0066,324626.4,2142.53424,,,,,
8997,17.39,30.69%,0.0015,1205300.9,1807.95135,,,,,
8998,6.12,24.74%,0.0055,460591.2,2533.2516,,,,,
8999,12.2,4.68%,0.0002,1162904,232.5808,,,,,
9000,22.63,27.64%,0.0089,1637506.8,14573.81052,,,,,
9001,18.36,22.86%,0.0082,1416290.4,11613.58128,,,,,
9002,3.12,19.42%,0.002,251409.6,502.8192,,,,,
9003,1.41,13.27%,0.0041,122289.3,501.38613,,,,,
9004,3.74,29.43%,0.0015,263931.8,395.8977,,,,,
9005,0.02,22.30%,0.006,1554,9.324,,,,,
9006,13.43,20.98%,0.0045,1061238.6,4775.5737,,,,,
9007,23.86,9.78%,0.0015,2152649.2,3228.9738,,,,,
9008,14.21,22.31%,0.0041,1103974.9,4526.29709,,,,,
9009,7.81,13.58%,0.0048,674940.2,3239.71296,,,,,
9010,8.84,24.00%,0.0071,671840,4770.064,,,,,
9011,17.68,29.13%,0.0087,1252981.6,10900.93992,,,,,
9012,7.98,11.99%,0.0042,702319.8,2949.74316,,,,,
9013,24.25,17.55%,0.0002,1999412.5,399.8825,,,,,
9014,24.39,15.77%,0.0081,2054369.7,16640.39457,,,,,
9015,20.25,21.71%,0.0059,1585372.5,9353.69775,,,,,
9016,23.56,6.33%,0.0034,2206865.2,7503.34168,,,,,
9017,3.13,6.32%,0.0038,293218.4,1114.22992,,,,,
9018,6.6,10.61%,0.0006,589974,353.9844,,,,,
9019,9.91,13.19%,0.0017,860287.1,1462.48807,,,,,
9020,23.68,14.43%,0.0075,2026297.6,15197.232,,,,,
9021,1.61,22.65%,0.0076,124533.5,946.4546,,,,,
9022,2.85,25.43%,0.0034,212524.5,722.5833,,,,,
9023,13.14,2.59%,0.0097,1279967.4,12415.68378,,,,,
9024,6.2,6.69%,0.0032,578522,1851.2704,,,,,
9025,2.9,4.84%,0.0092,275964,2538.8688,,,,,
9026,0.5,10.22%,0.0026,44890,116.714,,,,,
9027,1.19,6.18%,0.0029,111645.8,323.77282,,,,,
9028,9.69,18.48%,0.0082,789928.8,6477.41616,,,,,
9029,10.68,25.48%,0.0004,795873.6,318.34944,,,,,
9030,6.87,13.90%,0.0038,591507,2247.7266,,,,,
9031,20.13,21.81%,0.0077,1573964.7,12119.52819,,,,,
9032,2.17,20.86%,0.0022,171733.8,377.81436,,,,,
9033,2.13,24.31%,0.0064,161219.7,1031.80608,,,,,
9034,24.98,26.08%,0.006,1846521.6,11079.1296,,,,,
9035,24.13,1.26%,0.0044,2382596.2,10483.42328,,,,,
9036,16.22,28.20%,0.009,1164596,10481.364,,,,,
9037,6.83,36.70%,0.0023,432339,994.3797,,,,,
9038,0.31,27.66%,0.0027,22425.4,60.54858,,,,,
9039,8.53,30.89%,0.0083,589508.3,4892.91889,,,,,
9040,7.13,25.86%,0.0032,528618.2,1691.57824,,,,,
9041,24.92,15.50%,0.0056,2105740,11792.144,,,,,
9042,19.22,20.08%,0.0053,1536062.4,8141.13072,,,,,
9043,14.97,13.86%,0.0004,1289515.8,515.80632,,,,,
9044,14.91,19.21%,0.0011,1204578.9,1325.03679,,,,,
9045,10.05,11.80%,0.0085,886410,7534.485,,,,,
9046,5.53,27.18%,0.0036,402694.6,1449.70056,,,,,
9047,17.28,37.41%,0.0018,1081555.2,1946.79936,,,,,
9048,17.62,17.80%,0.0046,1448364,6662.4744,,,,,
9049,17.86,33.23%,0.008,1192512.2,9540.0976,,,,,
9050,13.83,22.16%,0.0025,1076527.2,2691.318,,,,,
9051,19.8,5.26%,0.0014,1875852,2626.1928,,,,,
9052,9.62,39.33%,0.0047,583645.4,2743.13338,,,,,
9053,24.43,13.18%,0.0073,2121012.6,15483.39198,,,,,
9054,19.78,9.35%,0.0017,1793057,3048.1969,,,,,
9055,20.81,10.26%,0.0076,1867489.4,14192.91944,,,,,
9056,5.78,0.10%,0.0093,577422,5370.0246,,,,,
9057,22.19,24.42%,0.0015,1677120.2,2515.6803,,,,,
9058,8.89,17.80%,0.0096,730758,7015.2768,,,,,
9059,16.63,25.86%,0.0066,1232948.2,8137.45812,,,,,
9060,14.56,2.85%,0.0079,1414504,11174.5816,,,,,
9061,1.65,13.92%,0.007,142032,994.224,,,,,
9062,14.68,12.04%,0.009,1291252.8,11621.2752,,,,,
9063,22.79,10.09%,0.0051,2049048.9,10450.14939,,,,,
9064,18.86,18.27%,0.0045,1541427.8,6936.4251,,,,,
9065,3.16,22.03%,0.0057,246385.2,1404.39564,,,,,
9066,21.21,18.13%,0.0086,1736462.7,14933.57922,,,,,
9067,8.81,13.39%,0.0032,763034.1,2441.70912,,,,,
9068,23.9,18.53%,0.0098,1947133,19081.9034,,,,,
9069,3.99,15.51%,0.0089,337115.1,3000.32439,,,,,
9070,14.13,34.47%,0.0013,925938.9,1203.72057,,,,,
9071,13.21,12.67%,0.0047,1153629.3,5422.05771,,,,,
9072,23.2,27.37%,0.0063,1685016,10615.6008,,,,,
9073,7.18,30.56%,0.0071,498579.2,3539.91232,,,,,
9074,5.67,17.82%,0.0098,465960.6,4566.41388,,,,,
9075,12,1.79%,0.0064,1178520,7542.528,,,,,
9076,4.09,2.79%,0.0092,397588.9,3657.81788,,,,,
9077,1.1,36.89%,0.0049,69421,340.1629,,,,,
9078,23.81,4.39%,0.0075,2276474.1,17073.55575,,,,,
9079,14.21,12.56%,0.0021,1242522.4,2609.29704,,,,,
9080,10.54,1.31%,0.0059,1040192.6,6137.13634,,,,,
9081,21.02,39.43%,0.0043,1273181.4,5474.68002,,,,,
9082,8.79,25.31%,0.0099,656525.1,6499.59849,,,,,
9083,11.82,3.93%,0.0072,1135547.4,8175.94128,,,,,
9084,10.17,4.97%,0.0029,966455.1,2802.71979,,,,,
9085,1.33,9.00%,0.0029,121030,350.987,,,,,
9086,19.32,22.66%,0.0036,1494208.8,5379.15168,,,,,
9087,24.32,11.40%,0.0083,2154752,17884.4416,,,,,
9088,19.96,12.43%,0.0057,1747897.2,9963.01404,,,,,
9089,7.88,3.26%,0.0014,762311.2,1067.23568,,,,,
9090,7.14,12.80%,0.0095,622608,5914.776,,,,,
9091,10.44,20.58%,0.0033,829144.8,2736.17784,,,,,
9092,16.42,13.09%,0.0036,1427062.2,5137.42392,,,,,
9093,11.09,18.29%,0.0095,906163.9,8608.55705,,,,,
9094,24.59,30.90%,0.0052,1699169,8835.6788,,,,,
9095,2.46,5.81%,0.008,231707.4,1853.6592,,,,,
9096,17.24,14.63%,0.0064,1471778.8,9419.38432,,,,,
9097,17.25,29.15%,0.0013,1222162.5,1588.81125,,,,,
9098,7.62,10.08%,0.0062,685190.4,4248.18048,,,,,
9099,16.96,4.44%,0.0076,1620697.6,12317.30176,,,,,
9100,15.51,4.95%,0.0078,1474225.5,11498.9589,,,,,
9101,21.67,18.61%,0.0019,1763721.3,3351.07047,,,,,
9102,22.82,20.96%,0.0093,1803692.8,16774.34304,,,,,
9103,17.68,33.62%,0.0046,1173598.4,5398.55264,,,,,
9104,7.44,8.73%,0.0039,679048.8,2648.29032,,,,,
9105,8.67,34.70%,0.0066,566151,3736.5966,,,,,
9106,7.99,23.34%,0.006,612513.4,3675.0804,,,,,
9107,7.75,26.80%,0.0088,567300,4992.24,,,,,
9108,4.08,33.06%,0.0079,273115.2,2157.61008,,,,,
9109,18.97,9.72%,0.01,1712611.6,17126.116,,,,,
9110,20.03,17.49%,0.0089,1652675.3,14708.81017,,,,,
9111,3.22,4.14%,0.0059,308669.2,1821.14828,,,,,
9112,13.94,28.43%,0.0058,997685.8,5786.57764,,,,,
9113,24.11,25.70%,0.0046,1791373,8240.3158,,,,,
9114,11.04,0.03%,0.0011,1103668.8,1214.03568,,,,,
9115,21.52,7.37%,0.0017,1993397.6,3388.77592,,,,,
9116,14.66,30.55%,0.0026,1018137,2647.1562,,,,,
9117,2.85,7.51%,0.0033,263596.5,869.86845,,,,,
9118,15.84,3.18%,0.0049,1533628.8,7514.78112,,,,,
9119,23.63,31.21%,0.0076,1625507.7,12353.85852,,,,,
9120,21.88,10.63%,0.0045,1955415.6,8799.3702,,,,,
9121,18.01,31.90%,0.0054,1226481,6622.9974,,,,,
9122,20.64,26.58%,0.0074,1515388.8,11213.87712,,,,,
9123,16.27,17.57%,0.0066,1341136.1,8851.49826,,,,,
9124,5.93,22.34%,0.0089,460523.8,4098.66182,,,,,
9125,9.27,4.07%,0.0061,889271.1,5424.55371,,,,,
9126,0.33,20.59%,0.0024,26205.3,62.89272,,,,,
9127,15.75,7.77%,0.0032,1452622.5,4648.392,,,,,
9128,12.36,16.60%,0.0036,1030824,3710.9664,,,,,
9129,8.85,3.30%,0.0021,855795,1797.1695,,,,,
9130,2.51,39.95%,0.0051,150725.5,768.70005,,,,,
9131,18.61,37.49%,0.0084,1163311.1,9771.81324,,,,,
9132,16.28,16.97%,0.0032,1351728.4,4325.53088,,,,,
9133,13.11,30.69%,0.0068,908654.1,6178.84788,,,,,
9134,10.59,21.45%,0.0067,831844.5,5573.35815,,,,,
9135,5.52,20.02%,0.0063,441489.6,2781.38448,,,,,
9136,5.56,34.93%,0.0097,361789.2,3509.35524,,,,,
9137,19.19,1.57%,0.0024,1888871.7,4533.29208,,,,,
9138,3.55,19.39%,0.0034,286165.5,972.9627,,,,,
9139,8.32,8.23%,0.0085,763526.4,6489.9744,,,,,
9140,3.2,30.87%,0.0079,221216,1747.6064,,,,,
9141,1.34,1.50%,0.007,131990,923.93,,,,,
9142,22.87,22.26%,0.0002,1777913.8,355.58276,,,,,
9143,3.08,22.60%,0.0056,238392,1334.9952,,,,,
9144,17.49,4.93%,0.0038,1662774.3,6318.54234,,,,,
9145,0.36,10.99%,0.002,32043.6,64.0872,,,,,
9146,11.36,5.71%,0.0099,1071134.4,10604.23056,,,,,
9147,22.35,34.21%,0.0061,1470406.5,8969.47965,,,,,
9148,11.52,3.11%,0.0018,1116172.8,2009.11104,,,,,
9149,24.49,23.83%,0.0074,1865403.3,13803.98442,,,,,
9150,0.14,19.19%,0.0063,11313.4,71.27442,,,,,
9151,14.06,36.51%,0.0005,892669.4,446.3347,,,,,
9152,24.22,2.92%,0.0053,2351277.6,12461.77128,,,,,
9153,11.38,0.90%,0.0092,1127758,10375.3736,,,,,
9154,10.38,3.11%,0.0004,1005718.2,402.28728,,,,,
9155,4.17,38.45%,0.0099,256663.5,2540.96865,,,,,
9156,0.22,30.68%,0.0024,15250.4,36.60096,,,,,
9157,3.6,20.63%,0.0056,285732,1600.0992,,,,,
9158,12.56,17.35%,0.0034,1038084,3529.4856,,,,,
9159,16.48,37.35%,0.0021,1032472,2168.1912,,,,,
9160,13.27,25.45%,0.0064,989278.5,6331.3824,,,,,
9161,3,15.56%,0.0098,253320,2482.536,,,,,
9162,20.4,34.81%,0.0061,1329876,8112.2436,,,,,
9163,8.39,7.86%,0.0078,773054.6,6029.82588,,,,,
9164,19.13,11.79%,0.0068,1687457.3,11474.70964,,,,,
9165,19.2,31.09%,0.0033,1323072,4366.1376,,,,,
9166,8.11,5.84%,0.0066,763637.6,5040.00816,,,,,
9167,4.89,19.68%,0.0053,392764.8,2081.65344,,,,,
9168,0.2,27.41%,0.0003,14518,4.3554,,,,,
9169,3.72,20.73%,0.0008,294884.4,235.90752,,,,,
9170,8.14,5.68%,0.007,767764.8,5374.3536,,,,,
9171,0.79,4.40%,0.005,75524,377.62,,,,,
9172,9.61,23.38%,0.006,736318.2,4417.9092,,,,,
9173,11.78,29.08%,0.0018,835437.6,1503.78768,,,,,
9174,3.02,38.48%,0.0069,185790.4,1281.95376,,,,,
9175,9.54,5.35%,0.0016,902961,1444.7376,,,,,
9176,18.09,19.97%,0.0099,1447742.7,14332.65273,,,,,
9177,6.55,3.78%,0.0028,630241,1764.6748,,,,,
9178,18.01,7.62%,0.0029,1663763.8,4824.91502,,,,,
9179,18.35,15.08%,0.0053,1558282,8258.8946,,,,,
9180,15.18,39.15%,0.0092,923703,8498.0676,,,,,
9181,7.08,33.87%,0.0072,468200.4,3371.04288,,,,,
9182,23.07,15.27%,0.0063,1954721.1,12314.74293,,,,,
9183,2.96,5.20%,0.0092,280608,2581.5936,,,,,
9184,4.74,14.33%,0.0075,406075.8,3045.5685,,,,,
9185,23.22,25.73%,0.0079,1724549.4,13623.94026,,,,,
9186,7.27,22.78%,0.0062,561389.4,3480.61428,,,,,
9187,14.23,27.12%,0.0099,1037082.4,10267.11576,,,,,
9188,5.64,12.35%,0.0074,494346,3658.1604,,,,,
9189,7.17,29.79%,0.0003,503405.7,151.02171,,,,,
9190,24.11,37.91%,0.0087,1496989.9,13023.81213,,,,,
9191,20.46,38.92%,0.0023,1249696.8,2874.30264,,,,,
9192,7.12,27.42%,0.0006,516769.6,310.06176,,,,,
9193,12.82,2.41%,0.0042,1251103.8,5254.63596,,,,,
9194,3.05,26.83%,0.0082,223168.5,1829.9817,,,,,
9195,13.72,26.52%,0.0098,1008145.6,9879.82688,,,,,
9196,18.04,23.00%,0.0032,1389080,4445.056,,,,,
9197,15.89,5.41%,0.009,1503035.1,13527.3159,,,,,
9198,21.76,26.95%,0.0067,1589568,10650.1056,,,,,
9199,21.82,29.14%,0.0058,1546165.2,8967.75816,,,,,
9200,21.63,3.10%,0.0063,2095947,13204.4661,,,,,
9201,8.91,2.00%,0.0081,873180,7072.758,,,,,
9202,16.39,24.71%,0.0056,1234003.1,6910.41736,,,,,
9203,12.76,13.22%,0.0072,1107312.8,7972.65216,,,,,
9204,4.37,22.88%,0.0078,337014.4,2628.71232,,,,,
9205,5.73,36.61%,0.0056,363224.7,2034.05832,,,,,
9206,18.81,30.47%,0.0017,1307859.3,2223.36081,,,,,
9207,9.61,27.84%,0.0059,693457.6,4091.39984,,,,,
9208,24.12,31.38%,0.0084,1655114.4,13902.96096,,,,,
9209,23.03,28.58%,0.0015,1644802.6,2467.2039,,,,,
9210,16.37,36.56%,0.0055,1038512.8,5711.8204,,,,,
9211,3.84,31.75%,0.0056,262080,1467.648,,,,,
9212,3.9,11.19%,0.0088,346359,3047.9592,,,,,
9213,23.76,21.15%,0.0097,1873476,18172.7172,,,,,
9214,14.2,29.72%,0.0065,997976,6486.844,,,,,
9215,6.99,35.13%,0.0011,453441.3,498.78543,,,,,
9216,15.01,25.39%,0.0092,1119896.1,10303.04412,,,,,
9217,20.2,13.63%,0.0019,1744674,3314.8806,,,,,
9218,6.08,33.39%,0.0044,404988.8,1781.95072,,,,,
9219,2.13,12.96%,0.0004,185395.2,74.15808,,,,,
9220,12.06,33.15%,0.0051,806211,4111.6761,,,,,
9221,6.99,14.13%,0.0096,600231.3,5762.22048,,,,,
9222,1.84,3.34%,0.002,177854.4,355.7088,,,,,
9223,2.63,29.41%,0.0027,185651.7,501.25959,,,,,
9224,22.48,23.65%,0.0035,1716348,6007.218,,,,,
9225,13.39,17.84%,0.0055,1100122.4,6050.6732,,,,,
9226,11.95,1.03%,0.0047,1182691.5,5558.65005,,,,,
9227,1.07,25.21%,0.0021,80025.3,168.05313,,,,,
9228,24.1,9.92%,0.0063,2170928,13676.8464,,,,,
9229,19.34,13.17%,0.0037,1679292.2,6213.38114,,,,,
9230,5.09,12.43%,0.0099,445731.3,4412.73987,,,,,
9231,0.17,30.65%,0.0013,11789.5,15.32635,,,,,
9232,12.05,12.40%,0.002,1055580,2111.16,,,,,
9233,10.39,36.57%,0.0022,659037.7,1449.88294,,,,,
9234,11.4,13.65%,0.0028,984390,2756.292,,,,,
9235,7.27,37.61%,0.0011,453575.3,498.93283,,,,,
9236,14.67,11.69%,0.0034,1295507.7,4404.72618,,,,,
9237,7.27,23.98%,0.0015,552665.4,828.9981,,,,,
9238,17.63,22.14%,0.0066,1372671.8,9059.63388,,,,,
9239,0.09,38.95%,0.004,5494.5,21.978,,,,,
9240,4.38,1.53%,0.0079,431298.6,3407.25894,,,,,
9241,21.81,11.62%,0.0061,1927567.8,11758.16358,,,,,
9242,16.75,10.09%,0.0064,1505992.5,9638.352,,,,,
9243,19.16,9.82%,0.0004,1727848.8,691.13952,,,,,
9244,5.4,13.36%,0.0019,467856,888.9264,,,,,
9245,8.35,12.94%,0.002,726951,1453.902,,,,,
9246,14.94,1.46%,0.0049,1472187.6,7213.71924,,,,,
9247,4.84,28.15%,0.0054,347754,1877.8716,,,,,
9248,18.86,21.84%,0.0053,1474097.6,7812.71728,,,,,
9249,3.84,21.05%,0.0058,303168,1758.3744,,,,,
9250,11.97,29.39%,0.0067,845201.7,5662.85139,,,,,
9251,10.54,15.67%,0.0042,888838.2,3733.12044,,,,,
9252,18.94,35.06%,0.0074,1229963.6,9101.73064,,,,,
9253,20.36,36.01%,0.0016,1302836.4,2084.53824,,,,,
9254,4.68,7.07%,0.0013,434912.4,565.38612,,,,,
9255,3.14,0.39%,0.0065,312775.4,2033.0401,,,,,
9256,5.92,36.53%,0.0044,375742.4,1653.26656,,,,,
9257,2.85,37.82%,0.0049,177213,868.3437,,,,,
9258,20.38,2.55%,0.0072,1986031,14299.4232,,,,,
9259,19.59,37.79%,0.0099,1218693.9,12065.06961,,,,,
9260,21.12,8.37%,0.0007,1935225.6,1354.65792,,,,,
9261,4.97,5.22%,0.0052,471056.6,2449.49432,,,,,
9262,14.31,15.64%,0.0001,1207191.6,120.71916,,,,,
9263,12.54,31.36%,0.0086,860745.6,7402.41216,,,,,
9264,6.28,32.33%,0.0072,424967.6,3059.76672,,,,,
9265,18.43,33.59%,0.0031,1223936.3,3794.20253,,,,,
9266,18.5,26.55%,0.0028,1358825,3804.71,,,,,
9267,15.42,23.26%,0.0065,1183330.8,7691.6502,,,,,
9268,6.06,19.16%,0.0071,489890.4,3478.22184,,,,,
9269,22.6,35.92%,0.0066,1448208,9558.1728,,,,,
9270,20.34,15.69%,0.0084,1714865.4,14404.86936,,,,,
9271,9.1,17.83%,0.0053,747747,3963.0591,,,,,
9272,7.94,20.43%,0.0036,631785.8,2274.42888,,,,,
9273,3.93,5.38%,0.0005,371856.6,185.9283,,,,,
9274,22.33,34.89%,0.0091,1453906.3,13230.54733,,,,,
9275,9.48,2.42%,0.0082,925058.4,7585.47888,,,,,
9276,9.83,4.10%,0.0031,942697,2922.3607,,,,,
9277,9.84,25.67%,0.0064,731407.2,4681.00608,,,,,
9278,22.97,35.71%,0.0068,1476741.3,10041.84084,,,,,
9279,9.87,14.84%,0.0023,840529.2,1933.21716,,,,,
9280,1.04,7.04%,0.0041,96678.4,396.38144,,,,,
9281,12.14,12.95%,0.0037,1056787,3910.1119,,,,,
9282,8.79,24.81%,0.0079,660920.1,5221.26879,,,,,
9283,12,14.95%,0.0035,1020600,3572.1,,,,,
9284,19.45,20.00%,0.0015,1556000,2334,,,,,
9285,6.71,12.44%,0.01,587527.6,5875.276,,,,,
9286,21.33,13.28%,0.0028,1849737.6,5179.26528,,,,,
9287,19.65,5.70%,0.0024,1852995,4447.188,,,,,
9288,14.62,31.46%,0.0049,1002054.8,4910.06852,,,,,
9289,10.71,4.45%,0.0037,1023340.5,3786.35985,,,,,
9290,9.77,19.97%,0.0071,781893.1,5551.44101,,,,,
9291,22.27,32.85%,0.0018,1495430.5,2691.7749,,,,,
9292,7.24,16.55%,0.0007,604178,422.9246,,,,,
9293,17.75,2.47%,0.0044,1731157.5,7617.093,,,,,
9294,13.53,36.43%,0.0091,860102.1,7826.92911,,,,,
9295,2.91,33.07%,0.0093,194766.3,1811.32659,,,,,
9296,11.02,28.80%,0.0013,784624,1020.0112,,,,,
9297,21.02,37.60%,0.0012,1311648,1573.9776,,,,,
9298,22.26,4.23%,0.0004,2131840.2,852.73608,,,,,
9299,18.2,9.39%,0.0051,1649102,8410.4202,,,,,
9300,6.26,11.68%,0.0061,552883.2,3372.58752,,,,,
9301,13.13,20.04%,0.003,1049874.8,3149.6244,,,,,
9302,21.82,11.53%,0.0026,1930415.4,5019.08004,,,,,
9303,0.01,14.22%,0.0028,857.8,2.40184,,,,,
9304,20.89,28.76%,0.0073,1488203.6,10863.88628,,,,,
9305,15.84,35.44%,0.0002,1022630.4,204.52608,,,,,
9306,1.88,34.05%,0.0085,123986,1053.881,,,,,
9307,3.65,8.00%,0.002,335800,671.6,,,,,
9308,19.8,19.84%,0.0048,1587168,7618.4064,,,,,
9309,18.86,24.73%,0.0058,1419592.2,8233.63476,,,,,
9310,3.13,26.60%,0.0054,229742,1240.6068,,,,,
9311,14.38,35.19%,0.0088,931967.8,8201.31664,,,,,
9312,5.18,37.02%,0.0049,326236.4,1598.55836,,,,,
9313,1.46,1.54%,0.0019,143751.6,273.12804,,,,,
9314,21.94,5.62%,0.0064,2070697.2,13252.46208,,,,,
9315,1.69,17.20%,0.0038,139932,531.7416,,,,,
9316,17.2,5.57%,0.0025,1624196,4060.49,,,,,
9317,7.38,5.55%,0.0066,697041,4600.4706,,,,,
9318,6.29,6.07%,0.0062,590819.7,3663.08214,,,,,
9319,11.45,27.97%,0.0059,824743.5,4865.98665,,,,,
9320,18.99,16.28%,0.0085,1589842.8,13513.6638,,,,,
9321,14.97,25.07%,0.0007,1121702.1,785.19147,,,,,
9322,20.09,4.15%,0.0017,1925626.5,3273.56505,,,,,
9323,13.87,23.80%,0.0084,1056894,8877.9096,,,,,
9324,4.55,38.04%,0.0079,281918,2227.1522,,,,,
9325,17.89,6.73%,0.0093,1668600.3,15517.98279,,,,,
9326,12.37,19.99%,0.0083,989723.7,8214.70671,,,,,
9327,12.27,31.38%,0.0029,841967.4,2441.70546,,,,,
9328,16.89,32.59%,0.0077,1138554.9,8766.87273,,,,,
9329,12.57,23.62%,0.003,960096.6,2880.2898,,,,,
9330,19.12,37.14%,0.0001,1201883.2,120.18832,,,,,
9331,7.73,37.00%,0.0094,486990,4577.706,,,,,
9332,6.27,25.97%,0.0059,464168.1,2738.59179,,,,,
9333,5.83,19.55%,0.0027,469023.5,1266.36345,,,,,
9334,22.66,15.52%,0.0067,1914316.8,12825.92256,,,,,
9335,24.09,0.17%,0.0007,2404904.7,1683.43329,,,,,
9336,14.08,11.07%,0.0072,1252134.4,9015.36768,,,,,
9337,19.78,20.67%,0.0011,1569147.4,1726.06214,,,,,
9338,24.99,18.59%,0.0087,2034435.9,17699.59233,,,,,
9339,16.6,26.22%,0.0066,1224748,8083.3368,,,,,
9340,21.38,31.03%,0.0075,1474578.6,11059.3395,,,,,
9341,23.06,39.34%,0.0086,1398819.6,12029.84856,,,,,
9342,0.16,33.67%,0.003,10612.8,31.8384,,,,,
9343,13.24,4.65%,0.0079,1262434,9973.2286,,,,,
9344,5.72,22.78%,0.0006,441698.4,265.01904,,,,,
9345,17.36,34.14%,0.0024,1143329.6,2743.99104,,,,,
9346,16.29,21.01%,0.0059,1286747.1,7591.80789,,,,,
9347,24.89,12.23%,0.007,2184595.3,15292.1671,,,,,
9348,19.07,3.20%,0.0066,1845976,12183.4416,,,,,
9349,13.26,23.70%,0.0056,1011738,5665.7328,,,,,
9350,3.62,28.35%,0.0097,259373,2515.9181,,,,,
9351,24.67,17.22%,0,2042182.6,0,,,,,
9352,6.99,0.04%,0.0053,698720.4,3703.21812,,,,,
9353,17.57,2.63%,0.0061,1710790.9,10435.82449,,,,,
9354,2.72,11.95%,0.009,239496,2155.464,,,,,
9355,15.83,16.63%,0.0008,1319747.1,1055.79768,,,,,
9356,15.06,6.93%,0.0055,1401634.2,7708.9881,,,,,
9357,6.66,10.50%,0.009,596070,5364.63,,,,,
9358,19.18,39.72%,0.0062,1156170.4,7168.25648,,,,,
9359,11.74,30.50%,0.0056,815930,4569.208,,,,,
9360,2.78,9.02%,0.0002,252924.4,50.58488,,,,,
9361,11.08,23.61%,0.0029,846401.2,2454.56348,,,,,
9362,18.87,7.06%,0.004,1753777.8,7015.1112,,,,,
9363,6.88,16.20%,0.0077,576544,4439.3888,,,,,
9364,21.75,31.45%,0.0061,1490962.5,9094.87125,,,,,
9365,17.71,36.74%,0.0025,1120334.6,2800.8365,,,,,
